广东频道,#genre#
CCTV-14,http://171.120.20.181:8004/rtp/226.0.2.31:8160$720x576
CCTV-14,http://60.178.151.155:4022/rtp/233.50.201.14:5140$720x576
CCTV-14,http://183.151.61.152:4022/rtp/233.50.201.14:5140$720x576
CCTV-14,http://118.81.48.104:8083/rtp/226.0.2.166:9240
CCTV-15,http://111.165.222.109:8000/rtp/225.1.2.194:5002$1920x1080
CCTV-15,http://119.98.175.25:85/rtp/239.69.1.155:10566$1920x1080
CCTV-15,http://111.162.167.200:8686/rtp/225.1.2.194:5002$1920x1080
CCTV-15,http://113.233.11.142:9000/rtp/232.0.0.179:1234$1920x1080
CCTV-15,http://220.192.2.245:8008/rtp/225.0.4.220:7980$1920x1080
CCTV-15,http://114.243.104.92:8888/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://124.64.189.63:8888/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://171.105.179.67:4022/rtp/239.81.0.27:4056$720x576
CCTV-15,http://118.81.48.104:8083/rtp/226.0.2.32:8168$720x576
CCTV-15,http://171.120.20.181:8004/rtp/226.0.2.32:8168$720x576
CCTV-15,http://118.81.197.116:8085/rtp/226.0.2.32:8168$720x576
CCTV-15,http://60.178.151.155:4022/rtp/233.50.201.15:5140$720x576
CCTV-15,http://183.151.61.152:4022/rtp/233.50.201.15:5140$720x576
CCTV-15,http://183.184.181.5:8085/rtp/226.0.2.32:8168$720x576
CCTV-15,http://118.81.48.104:8083/rtp/226.0.2.32:8168
